address,bank,body,amount
BP-YESBNK-T,YES Bank,₹471.70 spent from YES Bank A/c XX*4382 via NETBANK on 27-08-25. Ref 397092941499.,471.7
VK-BOBUPI-I,Bank of Baroda,"Dear Customer, Txn alert: INR3,122.51 paid on Card linked to Bank of Baroda A/c XX8313 at Swiggy on 30-Jun-2025. Ref I92WMSJ9UK6.",3122.51
AD-YESBNK-S,YES Bank,"INR4,352.63 credited to your YES Bank A/c XX*5177 on 15-Aug-2025. Ref 542873880781.",4352.63
JD-IDFCFB-S,IDFC FIRST Bank,"Txn alert: Rs.197.64 debited on Card linked to IDFC FIRST Bank A/c XX*2194 at Spencer's on 03/07/2025. Ref 445227250504. Avail bal Rs.10,7,679.16.",197.64
AD-BOBMSG-T,Bank of Baroda,"INR2,249.49 spent from Bank of Baroda A/c **6844 via CHEQUE on 13/06/2025. Ref R07VPPM86CXOTX7. Bal INR 17,7,927.16.",2249.49
BZ-HDFCBK-I,HDFC Bank,"₹1,372.57 added to your HDFC Bank A/c xxxx3419 on 23-06-25. Ref 315847739947.",1372.57
AD-PNBSMS-S,Punjab National Bank,"Rs.2,839.20 credited to your Punjab National Bank A/c XX*1242 on 13/07/2025. Ref 525409943395.",2839.2
VM-IDFCUPI,IDFC FIRST Bank,₹349.94 spent from IDFC FIRST Bank A/c xxxx5303 via CHEQUE on 09-Jun-2025. Ref 709633999941.,349.94
AD-ICICIB-S,ICICI Bank,"Rs.444.99 purchase from ICICI Bank A/c xxxx8901 via UPI to Ola (ola@oksbi) on 13/08/2025. Ref 361XSNBTI22NV0. Avl bal: Rs. 4,6,886.32.",444.99
TM-SBIINB,State Bank of India,"INR4,650.26 CR to your State Bank of India A/c xxxx1582 on 08/08/2025. Ref 605204979213.",4650.26
BZ-HDFCBK-T,HDFC Bank,"INR3,122.33 credited to HDFC Bank A/c XX*6082 on 11-Aug-2025 via IMPS. Ref 439666281776.",3122.33
VK-BOBUPI-S,Bank of Baroda,"₹4,7,104.44 added to your Bank of Baroda A/c **1456 on 22-Jul-2025. Ref 5TFU2SNX1SE3XR.",47104.44
VK-YESUPI-S,YES Bank,Tx Alert: INR290.34 credited to YES Bank A/c **7373 on 02-06-25 via NEFT. Ref 321861271035.,290.34
BZ-BOBMSG,Bank of Baroda,"Dear Customer, ₹2,5,708.52 spent from Bank of Baroda A/c **4061 via NETBANK on 21-Jun-2025. Ref 783916664018.",25708.52
VK-ICICIB-T,ICICI Bank,INR400.52 added to ICICI Bank A/c XX6134 on 22-06-25 via IMPS. Ref 328808059918.,400.52
VK-YESUPI-I,YES Bank,"Dear Customer, Txn alert: INR2,966.92 paid on Card linked to YES Bank A/c **7140 at DMart on 14-Jun-2025. Ref 616003089663.",2966.92
AD-AXISBK-T,Axis Bank,"Dear Customer, Rs.4,339.90 added to your Axis Bank A/c xxxx4973 on 01-08-25. Ref 0EZF0ZPBDU. Avl bal: Rs. 1,6,259.16.",4339.9
VK-ICICIB-T,ICICI Bank,ICICI Alert: INR365.94 added to your ICICI Bank A/c XX7704 on 16-06-25. Ref 306999906520.,365.94
AD-SBIUPI-I,State Bank of India,"Dear Customer, INR2,893.57 received to your State Bank of India A/c **8405 on 20/08/2025. Ref 37C6QC6K8DJZR5S. Avl bal: INR 8,4,315.93.",2893.57
AD-IDFCFB-I,IDFC FIRST Bank,"Rs.2,8,192.47 credited to IDFC FIRST Bank A/c XX5736 on 14/06/2025 via IMPS. Ref 3C3J548FHBQ64.",28192.47
VM-INDUSB-T,IndusInd Bank,"Rs.3,2,508.53 CR to your IndusInd Bank A/c XX7944 on 15-Aug-2025. Ref RD05N9HCZDQ. Avl bal: Rs. 5,5,566.48.",32508.53
VM-HDFCBK,HDFC Bank,"Tx Alert: ₹2,001.00 received to your HDFC Bank A/c XX*3647 on 02-06-25. Ref 716017224649. Avail bal ₹16,7,001.71.",2001
VK-PNBUPI,Punjab National Bank,"ATM cash purchase: ₹1,707.90 from A/c xxxx9898 on 25-Jul-2025. Ref 335161219386. Avail bal ₹15,8,101.72.",1707.9
BZ-HDFCBK-T,HDFC Bank,"Txn alert: ₹4,0,572.41 debited on Card linked to HDFC Bank A/c **2284 at Google Play Store on 10-Jun-2025. Ref 355280350219.",40572.41
BP-YESBNK,YES Bank,"₹129.08 CR to YES Bank A/c XX*6146 on 30-07-25 via IMPS. Ref 578919535407. Avail bal ₹5,2,626.42.",129.08
VK-BOBUPI,Bank of Baroda,"₹1,7,827.54 CR to your Bank of Baroda A/c XX5027 on 19-07-25. Ref 6EJA1V2TG2AH.",17827.54
VK-SBIINB,State Bank of India,"Dear Customer, ₹3,5,289.83 added to your State Bank of India A/c XX*6902 on 26-08-25. Ref FHYDRGFR27RIU9MJ.",35289.83
VM-ICICIB,ICICI Bank,INR136.97 spent from ICICI Bank A/c XX*5421 via IMPS on 27-06-25. Ref 929799851697.,136.97
VK-YESUPI-T,YES Bank,"Txn alert: ₹4,849.31 paid on Card linked to YES Bank A/c XX1053 at Flipkart on 03-Aug-2025. Ref 383184897683. Bal ₹ 8,4,388.39.",4849.31
BZ-HDFCBK,HDFC Bank,INR426.86 added to your HDFC Bank A/c XX*8316 on 09/08/2025. Ref 939889089976.,426.86
VK-ICICIB,ICICI Bank,"Tx Alert: Credited alert! ₹332.12 credited to your ICICI Bank A/c XX7950 on 26-07-25 via UPI from VPA swiggy@ybl (Ref 872358594412). Avl bal: ₹ 14,3,515.22.",332.12
AD-IDFCFB,IDFC FIRST Bank,Txn alert: Rs.246.95 purchase on Card linked to IDFC FIRST Bank A/c XX5251 at Ola on 25-08-25. Ref 621066283367.,246.95
VK-YESUPI-T,YES Bank,"₹4,9,874.79 received to your YES Bank A/c XX*4532 on 06/07/2025. Ref 588744586006.",49874.79
VK-PNBUPI-I,Punjab National Bank,Rs.118.55 credited to your Punjab National Bank A/c **7223 on 26-06-25. Ref 784870730624.,118.55
VK-AXISUPI-T,Axis Bank,"Tx Alert: ₹3,566.49 credited to Axis Bank A/c xxxx8458 on 08-Jul-2025 via NEFT. Ref RMGJCY4V8URID3U.",3566.49
AD-INDUSB-S,IndusInd Bank,₹352.27 added to your IndusInd Bank A/c **6444 on 19-06-25. Ref YOFQT49QPEQ6Y.,352.27
VK-INDUSUPI-T,IndusInd Bank,"INR3,2,717.50 received to IndusInd Bank A/c XX2023 on 26/07/2025 via IMPS. Ref 866797613346.",32717.5
VK-INDUSUPI-I,IndusInd Bank,"₹4,174.04 purchase from IndusInd Bank A/c **5823 via UPI to Amazon (amazon@upi) on 04/08/2025. Ref 435086999110. Avail bal ₹9,3,192.67.",4174.04
AD-YESBNK,YES Bank,"Rs.2,2,410.54 spent from YES Bank A/c xxxx9672 via NEFT on 03-Aug-2025. Ref 878236476554. Avl bal: Rs. 13,5,393.79.",22410.54
AD-INDUSB,IndusInd Bank,"Rs.84.20 credited to your IndusInd Bank A/c XX6564 on 29-Jun-2025. Ref 219073034942. Avail bal Rs.10,7,119.32.",84.2
VK-ICICIB-S,ICICI Bank,"₹294.56 received to your ICICI Bank A/c XX*6993 on 08/07/2025. Ref 747561431258. Avail bal ₹10,0,682.37.",294.56
VM-ICICIB-T,ICICI Bank,"ICICI Alert: ₹3,549.63 CR to ICICI Bank A/c XX9409 on 06/08/2025 via NEFT. Ref YREG2IV7ZZJ64QHK. Bal ₹ 19,9,886.16.",3549.63
AD-YESBNK-T,YES Bank,"Rs.1,139.37 DR from YES Bank A/c xxxx1401 via CHEQUE on 03/06/2025. Ref 9WOA2XGVGDOFM.",1139.37
BP-KOTAKUPI-T,Kotak Mahindra Bank,"Txn alert: INR344.72 DR on Card linked to Kotak Mahindra Bank A/c XX*3572 at Flipkart on 02-08-25. Ref KFNOTIA41SS. Avail bal INR12,6,495.32.",344.72
VM-IDFCUPI-T,IDFC FIRST Bank,"Txn alert: ₹2,825.44 purchase on Card linked to IDFC FIRST Bank A/c XX*4872 at Tata Sky on 17-08-25. Ref 872270750165.",2825.44
BP-YESBNK-T,YES Bank,"Rs.539.36 DR from YES Bank A/c XX9409 via IMPS on 21-07-25. Ref 163972842897. Bal Rs. 2,6,892.05.",539.36
AD-KOTAKB-I,Kotak Mahindra Bank,"Tx Alert: Cr alert! Rs.2,0,900.08 CR to your Kotak Mahindra Bank A/c xxxx1732 on 27-Jul-2025 via UPI from VPA swiggy@sbi (Ref 654383551567).",20900.08
AD-ICICIB-I,ICICI Bank,"ICICI Alert: Rs.2,6,800.71 received to ICICI Bank A/c XX7126 on 10/07/2025 via NEFT. Ref 169402258203. Avail bal Rs.17,5,098.52.",26800.71
AD-ICICIB-S,ICICI Bank,ATM cash paid: Rs.258.92 from A/c **5760 on 18-07-25. Ref PE46AEXL68J0.,258.92
TM-SBIINB-I,State Bank of India,"Txn alert: ₹3,048.93 debited on Card linked to State Bank of India A/c **4436 at Paytm on 24/08/2025. Ref 3SKXLOJSYT5WSGR.",3048.93
AD-ICICIB-I,ICICI Bank,"Rs.3,015.92 added to your ICICI Bank A/c XX*6641 on 31/07/2025. Ref 5EI28DS22WYBOW23. Avl bal: Rs. 7,4,481.61.",3015.92
VK-ICICIB-T,ICICI Bank,INR348.12 received to your ICICI Bank A/c XX7862 on 07-07-25. Ref 231502011423.,348.12
VM-IDFCUPI-S,IDFC FIRST Bank,"Tx Alert: ₹3,8,871.78 debited from IDFC FIRST Bank A/c xxxx7469 via UPI to Reliance Trends (reliancetr@okhdfcbank) on 22-08-25. Ref 552039092522.",38871.78
VK-BOBUPI,Bank of Baroda,₹435.83 received to Bank of Baroda A/c XX7723 on 19/08/2025 via IMPS. Ref 971607162210.,435.83
VK-PNBUPI-S,Punjab National Bank,"INR3,059.38 CR to your Punjab National Bank A/c **8185 on 26-06-25. Ref 674292132210. Bal INR 8,816.04.",3059.38
AD-BOBMSG-I,Bank of Baroda,"₹4,8,697.93 credited to Bank of Baroda A/c xxxx8287 on 07-06-25 via NEFT. Ref 232302107975. Avail bal ₹7,7,146.12.",48697.93
VK-PNBUPI-T,Punjab National Bank,"Rs.3,9,882.65 purchase from Punjab National Bank A/c XX*1755 via NETBANK on 25-Jun-2025. Ref N2TEJ0U0VGDR. Avail bal Rs.1,3,342.20.",39882.65
JD-IDFCFB-T,IDFC FIRST Bank,"Dear Customer, Rs.3,590.54 credited to IDFC FIRST Bank A/c XX*7719 on 14/07/2025 via IMPS. Ref BV0DEOEGEZQ.",3590.54
VK-AXISUPI-T,Axis Bank,"₹3,8,026.60 spent from Axis Bank A/c XX*5395 via NETBANK on 15/07/2025. Ref 326712973957.",38026.6
VK-INDUSUPI-S,IndusInd Bank,"Txn alert: INR2,7,357.58 DR on Card linked to IndusInd Bank A/c XX*3976 at Reliance Trends on 21-Jun-2025. Ref 330459065798.",27357.58
VK-AXISUPI-S,Axis Bank,"INR1,658.03 received to your Axis Bank A/c XX8516 on 24/08/2025. Ref Z6146VEY0A94.",1658.03
AD-ICICIB-S,ICICI Bank,"₹387.40 added to ICICI Bank A/c **1480 on 26-08-25 via IMPS. Ref SJ9WRSB4GF16. Avail bal ₹17,2,654.23.",387.4
AD-KOTAKB,Kotak Mahindra Bank,"₹1,689.21 credited to your Kotak Mahindra Bank A/c **7169 on 06/07/2025. Ref 715925500452.",1689.21
BZ-HDFCBK-I,HDFC Bank,"HDFC Alert: Txn alert: Rs.2,4,147.67 spent on Card linked to HDFC Bank A/c **6419 at Myntra on 16-08-25. Ref LIZL08YG0JV1. Avl bal: Rs. 3,6,298.59.",24147.67
VM-INDUSB,IndusInd Bank,"Tx Alert: Txn alert: ₹4,9,362.80 spent on Card linked to IndusInd Bank A/c **2307 at Spencer's on 18-07-25. Ref U5A2X54U44QU.",49362.8
JD-IDFCFB-I,IDFC FIRST Bank,Rs.491.89 received to your IDFC FIRST Bank A/c xxxx1280 on 14-08-25. Ref 9MN230A7ZUM2.,491.89
BZ-BOBMSG-T,Bank of Baroda,Tx Alert: Txn alert: INR240.46 DR on Card linked to Bank of Baroda A/c xxxx7118 at Uber on 27-Jun-2025. Ref 182902412766.,240.46
VK-INDUSUPI-I,IndusInd Bank,"INR1,351.19 received to your IndusInd Bank A/c xxxx7355 on 18-07-25. Ref 703623464456. Avail bal INR8,1,775.44.",1351.19
AD-KOTAKB-I,Kotak Mahindra Bank,"ATM cash debited: ₹278.37 from A/c **6295 on 20-Aug-2025. Ref OPO6J0M3LOUFH. Avl bal: ₹ 10,8,183.58.",278.37
VM-INDUSB-S,IndusInd Bank,"Dear Customer, INR920.86 CR to your IndusInd Bank A/c XX*1675 on 01/06/2025. Ref OFE2J5ZKOERUT9C. Avail bal INR19,6,658.45.",920.86
VM-ICICIB,ICICI Bank,"INR304.86 added to ICICI Bank A/c **8921 on 30/06/2025 via IMPS. Ref 635846443659. Bal INR 4,1,751.43.",304.86
AX-AXISBK-I,Axis Bank,"Tx Alert: Received alert! Rs.1,947.38 received to your Axis Bank A/c XX*2650 on 17/07/2025 via UPI from VPA phonepe@kotak (Ref 640943950554).",1947.38
BZ-BOBMSG,Bank of Baroda,"INR7,640.72 received to Bank of Baroda A/c XX7923 on 27/07/2025 via IMPS. Ref 849048621723. Avl bal: INR 1,2,707.85.",7640.72
VM-IDFCUPI,IDFC FIRST Bank,"₹1,0,849.47 credited to your IDFC FIRST Bank A/c XX6533 on 01-Aug-2025. Ref MWS81BXD7ITQ. Bal ₹ 12,3,308.78.",10849.47
VK-INDUSUPI,IndusInd Bank,"Rs.3,929.20 received to your IndusInd Bank A/c XX*7595 on 04-07-25. Ref 926534743013.",3929.2
VM-IDFCUPI-I,IDFC FIRST Bank,"Tx Alert: INR161.52 added to IDFC FIRST Bank A/c **5931 on 16-Jun-2025 via NEFT. Ref ZCUH1I8YATY. Bal INR 2,4,489.33.",161.52
VK-BOBUPI-T,Bank of Baroda,"Dear Customer, Added alert! ₹2,823.53 added to your Bank of Baroda A/c XX*4012 on 21-07-25 via UPI from VPA dmart@ybl (Ref CTPVEV64GR). Avail bal ₹16,8,214.05.",2823.53
AD-ICICIB,ICICI Bank,"INR3,345.81 paid from ICICI Bank A/c XX8405 via CHEQUE on 28-06-25. Ref DSK7N8LA100QXMCT. Avail bal INR5,7,076.82.",3345.81
VM-IDFCUPI-S,IDFC FIRST Bank,"Rs.4,9,189.21 CR to your IDFC FIRST Bank A/c **2094 on 26/08/2025. Ref 679548174402. Avl bal: Rs. 9,1,046.35.",49189.21
VM-IDFCUPI-T,IDFC FIRST Bank,"Rs.8,278.80 received to your IDFC FIRST Bank A/c XX3854 on 09-08-25. Ref LOQVBV1JPVK.",8278.8
VK-ICICIB,ICICI Bank,"Txn alert: INR4,2,156.74 paid on Card linked to ICICI Bank A/c **2562 at BPCL on 19-07-25. Ref 734831991393.",42156.74
BP-YESBNK-T,YES Bank,"Rs.4,3,872.14 CR to YES Bank A/c XX*4909 on 25-Jun-2025 via IMPS. Ref 732534068984.",43872.14
VM-ICICIB-T,ICICI Bank,"₹3,371.86 spent from ICICI Bank A/c **2892 via UPI to BPCL (bpcl@oksbi) on 25-08-25. Ref RXDTG5NQJQIJC.",3371.86
VM-INDUSB-T,IndusInd Bank,"Dear Customer, INR2,6,315.66 added to IndusInd Bank A/c **4638 on 25-Jul-2025 via IMPS. Ref 564829867223. Avl bal: INR 1,8,781.79.",26315.66
VK-AXISUPI-I,Axis Bank,Rs.432.41 debited from Axis Bank A/c XX*3253 via UPI to JioMart (jiomart@okhdfcbank) on 26-08-25. Ref 6H2HXN4D24N9.,432.41
AX-AXISBK-T,Axis Bank,"₹2,5,602.27 spent from Axis Bank A/c XX4005 via IMPS on 01/07/2025. Ref 151306336552.",25602.27
VK-SBIINB-T,State Bank of India,"Tx Alert: Rs.62.80 purchase from State Bank of India A/c XX*6927 via NEFT on 20-Aug-2025. Ref 387197358866. Bal Rs. 11,5,265.11.",62.8
AD-KOTAKB-T,Kotak Mahindra Bank,"INR2,1,362.59 received to your Kotak Mahindra Bank A/c XX*9569 on 12-06-25. Ref 3B4NTHZM32HZS32. Avl bal: INR 6,773.89.",21362.59
AD-BOBMSG-T,Bank of Baroda,"Rs.409.42 purchase from Bank of Baroda A/c xxxx6137 via CHEQUE on 26/06/2025. Ref YR8NKRZ25YYEX. Bal Rs. 1,5,149.03.",409.42
VK-KOTAKB-S,Kotak Mahindra Bank,₹403.62 credited to your Kotak Mahindra Bank A/c XX*6335 on 08/06/2025. Ref P0IJ74NL03LLU1A7.,403.62
VK-AXISUPI,Axis Bank,"Tx Alert: ₹3,568.37 DR from Axis Bank A/c **4925 via NETBANK on 02/07/2025. Ref V953A5O47AET8. Avl bal: ₹ 13,2,215.57.",3568.37
AX-AXISBK-T,Axis Bank,₹851.74 DR from Axis Bank A/c xxxx3689 via NEFT on 02/07/2025. Ref 766477715598.,851.74
AD-IDFCFB,IDFC FIRST Bank,"INR2,1,820.99 added to your IDFC FIRST Bank A/c xxxx6578 on 05/06/2025. Ref 178975525141.",21820.99
MD-PNBSMS,Punjab National Bank,INR321.58 added to your Punjab National Bank A/c XX6505 on 13-Jul-2025. Ref 439557177986.,321.58
BP-YESBNK-I,YES Bank,"Rs.4,3,599.83 paid from YES Bank A/c **9273 via NEFT on 15-Aug-2025. Ref 683641329335.",43599.83
AD-PNBSMS-T,Punjab National Bank,"ATM cash debited: ₹3,485.05 from A/c **9127 on 03/08/2025. Ref 694339418727. Bal ₹ 7,4,849.20.",3485.05
VM-INDUSB-I,IndusInd Bank,"INDUSIND Alert: INR4,7,345.76 received to IndusInd Bank A/c **9563 on 09-Jul-2025 via NEFT. Ref KH0ETHETKCA.",47345.76
AD-KOTAKB-T,Kotak Mahindra Bank,"₹2,502.53 received to your Kotak Mahindra Bank A/c XX6929 on 17/07/2025. Ref 183776100693. Avail bal ₹8,4,060.62.",2502.53
AD-IDFCFB-S,IDFC FIRST Bank,"INR2,5,490.45 added to IDFC FIRST Bank A/c XX5939 on 23-06-25 via NEFT. Ref 412609199006.",25490.45
VM-HDFCBK-T,HDFC Bank,"INR2,610.14 purchase from HDFC Bank A/c **1920 via IMPS on 28-07-25. Ref 608139332488. Avl bal: INR 17,2,917.88.",2610.14
VK-ICICIB-I,ICICI Bank,"Txn alert: Rs.366.66 DR on Card linked to ICICI Bank A/c XX*4705 at Zomato on 16-Jun-2025. Ref 476649721582. Avl bal: Rs. 7,6,922.45.",366.66
AD-PNBSMS-S,Punjab National Bank,"Dear Customer, Rs.246.15 paid from Punjab National Bank A/c xxxx1624 via NEFT on 28-Jun-2025. Ref REXLOYEYQE6836. Avl bal: Rs. 12,3,069.55.",246.15
BZ-BOBMSG-T,Bank of Baroda,"₹1,970.23 spent from Bank of Baroda A/c **1045 via NETBANK on 20-Jul-2025. Ref 250382307438.",1970.23
AD-INDUSB-S,IndusInd Bank,Rs.286.63 CR to your IndusInd Bank A/c XX8780 on 28-08-25. Ref 591341493953.,286.63
VK-KOTAKB,Kotak Mahindra Bank,"Rs.8,544.42 received to your Kotak Mahindra Bank A/c XX*5947 on 23/08/2025. Ref 382380214225.",8544.42
VK-KOTAKB-T,Kotak Mahindra Bank,Tx Alert: ₹144.54 spent from Kotak Mahindra Bank A/c XX*8507 via CHEQUE on 21/08/2025. Ref JKQ2ZUV1FKHNNK8F.,144.54
BZ-HDFCBK,HDFC Bank,HDFC Alert: Added alert! INR350.54 added to your HDFC Bank A/c **3200 on 10/08/2025 via UPI from VPA bigbazaar@okaxis (Ref 916503502249).,350.54
AD-AXISBK-S,Axis Bank,"Dear Customer, Txn alert: ₹59.45 debited on Card linked to Axis Bank A/c xxxx6544 at Swiggy on 18-Jul-2025. Ref 504758361934.",59.45
BZ-BOBMSG,Bank of Baroda,"Rs.2,803.99 DR from Bank of Baroda A/c XX3848 via IMPS on 12-Jun-2025. Ref 8I1WR63JUWMW3M.",2803.99
AD-HDFCBK-S,HDFC Bank,Tx Alert: INR288.26 purchase from HDFC Bank A/c XX2858 via IMPS on 27-Jul-2025. Ref S6E1ZHWY9HECG.,288.26
AD-ICICIB,ICICI Bank,"Tx Alert: ₹2,5,609.38 CR to your ICICI Bank A/c XX1352 on 13/07/2025. Ref 437281270772. Bal ₹ 13,7,020.12.",25609.38
VM-HDFCBK-T,HDFC Bank,"HDFC Alert: ₹1,4,234.25 purchase from HDFC Bank A/c xxxx4394 via NEFT on 02-06-25. Ref LF6A4FEJGXA. Avail bal ₹5,3,440.82.",14234.25
AD-SBIUPI,State Bank of India,"INR4,059.74 paid from State Bank of India A/c XX3584 via UPI to DMart (dmart@axl) on 21-Aug-2025. Ref AGDX5O31YH. Avl bal: INR 3,5,322.51.",4059.74
VK-AXISUPI-S,Axis Bank,"Dear Customer, Rs.155.10 purchase from Axis Bank A/c XX*6707 via CHEQUE on 09/07/2025. Ref 9460KHFSU4SE2.",155.1
VK-INDUSUPI-I,IndusInd Bank,"Added alert! ₹3,339.61 added to your IndusInd Bank A/c XX3013 on 09-07-25 via UPI from VPA bpcl@kotak (Ref 426069338626). Bal ₹ 5,5,214.62.",3339.61
BZ-HDFCBK-I,HDFC Bank,"₹1,810.72 CR to HDFC Bank A/c XX*4941 on 07-08-25 via NEFT. Ref 193064274382.",1810.72
AD-INDUSB,IndusInd Bank,"Rs.2,3,417.16 paid from IndusInd Bank A/c XX1510 via IMPS on 11-07-25. Ref 763468492190. Avl bal: Rs. 6,7,040.90.",23417.16
VK-AXISUPI-S,Axis Bank,"₹6,641.87 spent from Axis Bank A/c XX*4074 via CHEQUE on 16/07/2025. Ref FNM88UA3A6S5ZXQO.",6641.87
AD-AXISBK-S,Axis Bank,"INR3,661.96 credited to your Axis Bank A/c XX9250 on 04/06/2025. Ref 266537615393.",3661.96
JD-IDFCFB-I,IDFC FIRST Bank,₹84.26 debited from IDFC FIRST Bank A/c **4340 via NETBANK on 30/06/2025. Ref 475718249248.,84.26
AD-AXISBK-I,Axis Bank,Txn alert: ₹213.27 debited on Card linked to Axis Bank A/c XX5483 at Reliance Trends on 14-06-25. Ref 513271311997.,213.27
AD-HDFCBK-T,HDFC Bank,"ATM cash paid: ₹2,7,599.72 from A/c xxxx8054 on 20-06-25. Ref 675939282671.",27599.72
TM-SBIINB,State Bank of India,"INR4,935.94 purchase from State Bank of India A/c XX6282 via CHEQUE on 10-06-25. Ref YHR3YFK8HW.",4935.94
TM-SBIINB-S,State Bank of India,"Rs.4,534.78 purchase from State Bank of India A/c **2477 via IMPS on 21-06-25. Ref 974934100366.",4534.78
VK-PNBUPI,Punjab National Bank,Tx Alert: ₹379.12 credited to your Punjab National Bank A/c xxxx4709 on 31/07/2025. Ref 337390989356.,379.12
VK-PNBUPI-I,Punjab National Bank,"Dear Customer, INR3,624.32 DR from Punjab National Bank A/c **8126 via IMPS on 12-Jul-2025. Ref 408921328220. Avail bal INR14,1,628.19.",3624.32
AD-INDUSB-I,IndusInd Bank,INR325.24 debited from IndusInd Bank A/c XX*6303 via IMPS on 15-08-25. Ref 656699670730.,325.24
AD-HDFCBK-I,HDFC Bank,"HDFC Alert: Rs.1,3,358.20 credited to your HDFC Bank A/c XX7227 on 05-07-25. Ref 2ZCFZW0LDALM.",13358.2
AD-BOBMSG-I,Bank of Baroda,"Rs.4,740.84 spent from Bank of Baroda A/c xxxx7564 via NETBANK on 18/08/2025. Ref 73T93X4OEARNWA.",4740.84
AX-AXISBK,Axis Bank,"Dear Customer, Txn alert: Rs.2,996.11 purchase on Card linked to Axis Bank A/c **4185 at Google Play Store on 26-06-25. Ref 314875863360.",2996.11
VM-ICICIB-T,ICICI Bank,"₹3,931.01 spent from ICICI Bank A/c xxxx4783 via IMPS on 11-06-25. Ref 490954055968.",3931.01
VK-KOTAKB,Kotak Mahindra Bank,"KOTAK Alert: ₹3,9,724.61 CR to your Kotak Mahindra Bank A/c xxxx8718 on 20/08/2025. Ref 3TVF51Z58B4J.",39724.61
VM-ICICIB-T,ICICI Bank,"INR1,534.96 received to ICICI Bank A/c xxxx4465 on 16/06/2025 via IMPS. Ref 762980699286. Avail bal INR9,6,023.52.",1534.96
AD-AXISBK-T,Axis Bank,"Rs.2,4,021.38 added to your Axis Bank A/c xxxx8101 on 26-06-25. Ref R1PC6KTTGNLKURLZ.",24021.38
BP-YESBNK-S,YES Bank,"ATM cash DR: Rs.3,734.92 from A/c **1399 on 07/06/2025. Ref IQAX54P8RI4. Avail bal Rs.9,4,758.80.",3734.92
AD-HDFCBK-I,HDFC Bank,"HDFC Alert: INR2,3,746.41 received to your HDFC Bank A/c XX*1496 on 15-07-25. Ref K8R2YKCCPRHVLZ. Bal INR 9,3,561.28.",23746.41
VK-BOBUPI-I,Bank of Baroda,Txn alert: INR464.79 paid on Card linked to Bank of Baroda A/c xxxx4713 at Amazon on 18-Jul-2025. Ref 911717316327.,464.79
AD-ICICIB,ICICI Bank,Txn alert: INR405.98 debited on Card linked to ICICI Bank A/c XX5668 at Swiggy on 17-07-25. Ref 5HVGOX22INIWC5A.,405.98
VM-INDUSB-I,IndusInd Bank,₹170.15 spent from IndusInd Bank A/c XX9832 via IMPS on 09/06/2025. Ref 7XSV18F6FTS.,170.15
AD-HDFCBK,HDFC Bank,ATM cash paid: INR252.19 from A/c XX*4637 on 19-06-25. Ref OONNCILDZM.,252.19
AD-PNBSMS-I,Punjab National Bank,"Txn alert: INR2,382.15 purchase on Card linked to Punjab National Bank A/c xxxx1959 at JioMart on 05-08-25. Ref 124202219226.",2382.15
AD-KOTAKB,Kotak Mahindra Bank,INR572.65 added to your Kotak Mahindra Bank A/c XX7558 on 09-Jun-2025. Ref 443364303487.,572.65
VK-PNBUPI-T,Punjab National Bank,"Tx Alert: Credited alert! INR1,4,697.99 credited to your Punjab National Bank A/c xxxx5412 on 09-Jul-2025 via UPI from VPA reliancetr@idfcbank (Ref 222730958336). Bal INR 15,7,590.71.",14697.99
VK-AXISUPI-I,Axis Bank,"ATM cash paid: ₹4,140.55 from A/c **4163 on 06-07-25. Ref 889790003615.",4140.55
JD-IDFCFB-T,IDFC FIRST Bank,"INR3,4,031.66 debited from IDFC FIRST Bank A/c XX5994 via NEFT on 12-06-25. Ref 111760893721.",34031.66
VM-INDUSB-S,IndusInd Bank,"ATM cash paid: Rs.3,0,209.59 from A/c xxxx3527 on 22/07/2025. Ref 490663157084.",30209.59
VK-BOBUPI-T,Bank of Baroda,"Rs.2,328.58 credited to your Bank of Baroda A/c XX*9564 on 16/07/2025. Ref 936451786680. Avl bal: Rs. 8,6,475.20.",2328.58
VM-ICICIB,ICICI Bank,"Rs.320.38 added to your ICICI Bank A/c **9369 on 29-Jul-2025. Ref 476606746380. Avl bal: Rs. 2,6,876.53.",320.38
AD-PNBSMS-I,Punjab National Bank,"Tx Alert: Added alert! ₹4,8,833.65 added to your Punjab National Bank A/c **9569 on 29-Jul-2025 via UPI from VPA uber@axl (Ref 45IP65PLLD5OB). Bal ₹ 15,2,523.41.",48833.65
VM-ICICIB-S,ICICI Bank,"ATM cash debited: Rs.2,5,374.53 from A/c xxxx9060 on 08-08-25. Ref 152193083848. Avl bal: Rs. 14,3,181.59.",25374.53
VM-IDFCUPI-S,IDFC FIRST Bank,"Rs.2,3,597.58 credited to your IDFC FIRST Bank A/c xxxx1104 on 22/06/2025. Ref 876267013746. Avail bal Rs.16,1,174.26.",23597.58
VM-INDUSB-I,IndusInd Bank,"Dear Customer, Rs.3,242.76 credited to IndusInd Bank A/c xxxx6543 on 21-06-25 via IMPS. Ref 900310350775.",3242.76
AD-ICICIB-T,ICICI Bank,Tx Alert: Rs.381.53 DR from ICICI Bank A/c xxxx6622 via NETBANK on 13-07-25. Ref 26YS445GDEJ31GY.,381.53
AD-SBIUPI-I,State Bank of India,"INR4,450.54 DR from State Bank of India A/c XX*9690 via CHEQUE on 06/06/2025. Ref 444099216498.",4450.54
